UUID,session,bill_number
IL2014H3150,98,HB3150
IL2014H3199,98,HB3199
IL2014H3234,98,HB3234
IL2014H3266,98,HB3266
IL2014H3292,98,HB3292
IL2014H34,98,HB34
IL2014H35,98,HB35
IL2014H3660,98,HB3660
IL2014H3814,98,HB3814
IL2014H3815,98,HB3815
IL2014H4276,98,HB4276
IL2014H4284,98,HB4284
IL2014H4301,98,HB4301
IL2014H4353,98,HB4353
IL2014H4451,98,HB4451
IL2014H4480,98,HB4480
IL2014H4581,98,HB4581
IL2014H4582,98,HB4582
IL2014H4688,98,HB4688
IL2014H4846,98,HB4846
IL2014H4847,98,HB4847
IL2014H4848,98,HB4848
IL2014H5145,98,HB5145
IL2014H5174,98,HB5174
IL2014H5289,98,HB5289
IL2014H5292,98,HB5292
IL2014H5367,98,HB5367
IL2014H5377,98,HB5377
IL2014H5471,98,HB5471
IL2014H5524,98,HB5524
IL2014H5551,98,HB5551
IL2014H5755,98,HB5755
IL2014H5782,98,HB5782
IL2014H5783,98,HB5783
IL2014H5913,98,HB5913
IL2014H6190,98,HB6190
IL2014H6216,98,HB6216
IL2014H6300,98,HB6300
IL2014H6314,98,HB6314
IL2014H68,98,HB68
IL2014H976,98,HB976
IL2014HCA25,98,HCA25
IL2014HCA27,98,HCA27
IL2014HCA34,98,HCA34
IL2014HCA39,98,HCA39
IL2014HCA42,98,HCA42
IL2014HJR102,98,HJR102
IL2014HJR105,98,HJR105
IL2014S1288,98,SB1288
IL2014S1367,98,SB1367
IL2014S1370,98,SB1370
IL2014S1371,98,SB1371
IL2014S1380,98,SB1380
IL2014S1393,98,SB1393
IL2014S1459,98,SB1459
IL2014S1540,98,SB1540
IL2014S1548,98,SB1548
IL2014S1624,98,SB1624
IL2014S1675,98,SB1675
IL2014S1676,98,SB1676
IL2014S1682,98,SB1682
IL2014S1685,98,SB1685
IL2014S1707,98,SB1707
IL2014S172,98,SB172
IL2014S173,98,SB173
IL2014S174,98,SB174
IL2014S176,98,SB176
IL2014S178,98,SB178
IL2014S179,98,SB179
IL2014S180,98,SB180
IL2014S181,98,SB181
IL2014S182,98,SB182
IL2014S1821,98,SB1821
IL2014S183,98,SB183
IL2014S185,98,SB185
IL2014S186,98,SB186
IL2014S187,98,SB187
IL2014S189,98,SB189
IL2014S190,98,SB190
IL2014S1902,98,SB1902
IL2014S191,98,SB191
IL2014S192,98,SB192
IL2014S193,98,SB193
IL2014S194,98,SB194
IL2014S1943,98,SB1943
IL2014S195,98,SB195
IL2014S196,98,SB196
IL2014S198,98,SB198
IL2014S199,98,SB199
IL2014S200,98,SB200
IL2014S201,98,SB201
IL2014S2036,98,SB2036
IL2014S2038,98,SB2038
IL2014S2039,98,SB2039
IL2014S2040,98,SB2040
IL2014S2205,98,SB2205
IL2014S2212,98,SB2212
IL2014S2214,98,SB2214
IL2014S2220,98,SB2220
IL2014S2240,98,SB2240
IL2014S2308,98,SB2308
IL2014S2370,98,SB2370
IL2014S2395,98,SB2395
IL2014S2592,98,SB2592
IL2014S2805,98,SB2805
IL2014S2982,98,SB2982
IL2014S2983,98,SB2983
IL2014S2997,98,SB2997
IL2014S3011,98,SB3011
IL2014S3178,98,SB3178
IL2014S3567,98,SB3567
IL2014S3568,98,SB3568
IL2014S3570,98,SB3570
IL2014S3654,98,SB3654
IL1995H2576,89,HB2576
IL1995S1288,89,SB1288
IL1995S956,89,SB956
IL1995S751,89,SB751
IL1995S952,89,SB952
IL1995H1715,89,HB1715
IL1995S617,89,SB617
IL1995H1825,89,HB1825
IL1995H1717,89,HB1717
IL1995H154,89,HB154
IL1995H1204,89,HB1204
IL1995H1205,89,HB1205
IL1995S1216,89,SB1216
IL1995S974,89,SB974
IL1995H448,89,HB448
IL1995S1026,89,SB1026
IL1995H1111,89,HB1111
IL1995H2399,89,HB2399
IL1995S519,89,SB519
IL1995H984,89,HB984
IL1995H2416,89,HB2416
IL1995H2676,89,HB2676
IL1995H2263,89,HB2263
IL1995S426,89,SB426
IL1995S588,89,SB588
IL1995H574,89,HB574
IL1995H665,89,HB665
IL1995S1155,89,SB1155
IL1995H928,89,HB928
IL1995H1432,89,HB1432
IL1995H1435,89,HB1435
IL1995H1469,89,HB1469
IL1995H1496,89,HB1496
IL1995H1497,89,HB1497
IL1995H1500,89,HB1500
IL1995H1518,89,HB1518
IL1995H1519,89,HB1519
IL1995H2409,89,HB2409
IL1995H2410,89,HB2410
IL1995H2414,89,HB2414
IL1995H2415,89,HB2415
IL1995H2418,89,HB2418
IL1995H2421,89,HB2421
IL1995H2422,89,HB2422
IL1995H2424,89,HB2424
IL1995S951,89,SB951
IL1995S953,89,SB953
IL1995S1011,89,SB1011
IL1995H1114,89,HB1114
IL1995H141,89,HB141
IL1996H2421,89,HB2421
IL1996H2576,89,HB2576
IL1996S1288,89,SB1288
IL1996H3407,89,HB3407
IL1996S956,89,SB956
IL1996H3130,89,HB3130
IL1996S751,89,SB751
IL1996S1568,89,SB1568
IL1996S952,89,SB952
IL1996H1715,89,HB1715
IL1996H3402,89,HB3402
IL1996S1373,89,SB1373
IL1996S617,89,SB617
IL1996H1825,89,HB1825
IL1996H1717,89,HB1717
IL1996H154,89,HB154
IL1996H3195,89,HB3195
IL1996H1204,89,HB1204
IL1996H1205,89,HB1205
IL1996S1216,89,SB1216
IL1996S974,89,SB974
IL1996H448,89,HB448
IL1996S1026,89,SB1026
IL1996H513,89,HB513
IL1996H1152,89,HB1152
IL1996S1883,89,SB1883
IL1996H984,89,HB984
IL1996H2416,89,HB2416
IL1996S1663,89,SB1663
IL1996H2263,89,HB2263
IL1996S426,89,SB426
IL1996S588,89,SB588
IL1996S519,89,SB519
IL1996H574,89,HB574
IL1996H665,89,HB665
IL1996H2803,89,HB2803
IL1996S1155,89,SB1155
IL1996S1723,89,SB1723
IL1996H1714,89,HB1714
IL1996H3406,89,HB3406
IL1996S1554,89,SB1554
IL1996H928,89,HB928
IL1996H1432,89,HB1432
IL1996H1435,89,HB1435
IL1996H1469,89,HB1469
IL1996H1496,89,HB1496
IL1996H1497,89,HB1497
IL1996H1500,89,HB1500
IL1996H1518,89,HB1518
IL1996H1519,89,HB1519
IL1996H2409,89,HB2409
IL1996H2410,89,HB2410
IL1996H2414,89,HB2414
IL1996H2415,89,HB2415
IL1996H2418,89,HB2418
IL1996H2422,89,HB2422
IL1996H2424,89,HB2424
IL1996H2891,89,HB2891
IL1996H2892,89,HB2892
IL1996H2893,89,HB2893
IL1996H3204,89,HB3204
IL1996H3551,89,HB3551
IL1996H3603,89,HB3603
IL1996H3604,89,HB3604
IL1996S326,89,SB326
IL1996S951,89,SB951
IL1996S953,89,SB953
IL1996S1011,89,SB1011
IL1996S1890,89,SB1890
IL1996H1114,89,HB1114
IL1996H444,89,HB444
IL1996H3401,89,HB3401
IL1996H141,89,HB141
IL1997S504,90,SB504
IL1997S231,90,SB231
IL1997S84,90,SB84
IL1997H1329,90,HB1329
IL1997S96,90,SB96
IL1997H2301,90,HB2301
IL1997S432,90,SB432
IL1997H566,90,HB566
IL1997S742,90,SB742
IL1997H652,90,HB652
IL1997H1175,90,HB1175
IL1997S470,90,SB470
IL1997S471,90,SB471
IL1997S95,90,SB95
IL1997H672,90,HB672
IL1997H2231,90,HB2231
IL1997H1159,90,HB1159
IL1997S541,90,SB541
IL1997S313,90,SB313
IL1997H821,90,HB821
IL1997H178,90,HB178
IL1997H900,90,HB900
IL1997H901,90,HB901
IL1997H902,90,HB902
IL1997H1070,90,HB1070
IL1997H1071,90,HB1071
IL1997H1073,90,HB1073
IL1997H1763,90,HB1763
IL1997H1764,90,HB1764
IL1997H1765,90,HB1765
IL1997H1769,90,HB1769
IL1997H1771,90,HB1771
IL1997H1774,90,HB1774
IL1997H2021,90,HB2021
IL1997H2128,90,HB2128
IL1997H2234,90,HB2234
IL1997H2342,90,HB2342
IL1997H2343,90,HB2343
IL1997S181,90,SB181
IL1997S765,90,SB765
IL1997S766,90,SB766
IL1997S886,90,SB886
IL1997S1106,90,SB1106
IL1997H2051,90,HB2051
IL1997H644,90,HB644
IL1997H75,90,HB75
IL1997H866,90,HB866
IL1997H1145,90,HB1145
IL1998S504,90,SB504
IL1998S231,90,SB231
IL1998S1441,90,SB1441
IL1998S84,90,SB84
IL1998H2816,90,HB2816
IL1998H1329,90,HB1329
IL1998S96,90,SB96
IL1998H2301,90,HB2301
IL1998H2810,90,HB2810
IL1998S432,90,SB432
IL1998H566,90,HB566
IL1998S742,90,SB742
IL1998H652,90,HB652
IL1998H1175,90,HB1175
IL1998S470,90,SB470
IL1998S471,90,SB471
IL1998H2231,90,HB2231
IL1998H2814,90,HB2814
IL1998H1159,90,HB1159
IL1998H2827,90,HB2827
IL1998H178,90,HB178
IL1998H900,90,HB900
IL1998H901,90,HB901
IL1998H902,90,HB902
IL1998H1070,90,HB1070
IL1998H1071,90,HB1071
IL1998H1073,90,HB1073
IL1998H1763,90,HB1763
IL1998H1764,90,HB1764
IL1998H1765,90,HB1765
IL1998H1769,90,HB1769
IL1998H1771,90,HB1771
IL1998H1774,90,HB1774
IL1998H2021,90,HB2021
IL1998H2128,90,HB2128
IL1998H2234,90,HB2234
IL1998H2342,90,HB2342
IL1998H2343,90,HB2343
IL1998H2890,90,HB2890
IL1998H3561,90,HB3561
IL1998H3678,90,HB3678
IL1998H3808,90,HB3808
IL1998S181,90,SB181
IL1998S765,90,SB765
IL1998S766,90,SB766
IL1998S886,90,SB886
IL1998S1106,90,SB1106
IL1998S1550,90,SB1550
IL1998S1581,90,SB1581
IL1998S1865,90,SB1865
IL1998H3181,90,HB3181
IL1998H2051,90,HB2051
IL1998H644,90,HB644
IL1998H1145,90,HB1145
IL1999S275,91,SB275
IL1999S511,91,SB511
IL1999S935,91,SB935
IL1999H1841,91,HB1841
IL1999H2877,91,HB2877
IL1999H1800,91,HB1800
IL1999H1188,91,HB1188
IL1999H2981,91,HB2981
IL1999H1218,91,HB1218
IL1999H1799,91,HB1799
IL1999H422,91,HB422
IL1999H2269,91,HB2269
IL1999H2035,91,HB2035
IL1999S387,91,SB387
IL1999S443,91,SB443
IL1999S934,91,SB934
IL1999H1680,91,HB1680
IL1999H1109,91,HB1109
IL1999H1840,91,HB1840
IL1999S512,91,SB512
IL1999H2336,91,HB2336
IL1999H1790,91,HB1790
IL1999H2546,91,HB2546
IL1999S940,91,SB940
IL1999H1782,91,HB1782
IL1999H940,91,HB940
IL1999H992,91,HB992
IL1999S573,91,SB573
IL1999H2110,91,HB2110
IL1999H939,91,HB939
IL1999H2201,91,HB2201
IL1999H186,91,HB186
IL1999H187,91,HB187
IL1999H188,91,HB188
IL1999H952,91,HB952
IL1999H953,91,HB953
IL1999H957,91,HB957
IL1999H958,91,HB958
IL1999H959,91,HB959
IL1999H960,91,HB960
IL1999H961,91,HB961
IL1999H1758,91,HB1758
IL1999H2049,91,HB2049
IL1999H2050,91,HB2050
IL1999H2051,91,HB2051
IL1999H2052,91,HB2052
IL1999H2053,91,HB2053
IL1999H2054,91,HB2054
IL1999H2055,91,HB2055
IL1999H2056,91,HB2056
IL1999H2057,91,HB2057
IL1999H2058,91,HB2058
IL1999H2060,91,HB2060
IL1999H2811,91,HB2811
IL1999H3002,91,HB3002
IL1999H3404,91,HB3404
IL1999S500,91,SB500
IL1999S936,91,SB936
IL1999S983,91,SB983
IL1999S1514,91,SB1514
IL1999H2082,91,HB2082
IL1999H2374,91,HB2374
IL1999H2375,91,HB2375
IL1999H2376,91,HB2376
IL1999H2377,91,HB2377
IL1999S513,91,SB513
IL1999S28,91,SB28
IL1999H1776,91,HB1776
IL1999H2372,91,HB2372
IL1999H163,91,HB163
IL2000S1890,91,SB1890
IL2000S275,91,SB275
IL2000S511,91,SB511
IL2000S935,91,SB935
IL2000H1841,91,HB1841
IL2000H2877,91,HB2877
IL2000S1452,91,SB1452
IL2000H4632,91,HB4632
IL2000H1799,91,HB1799
IL2000H1800,91,HB1800
IL2000H1188,91,HB1188
IL2000H2981,91,HB2981
IL2000H4326,91,HB4326
IL2000S1913,91,SB1913
IL2000H422,91,HB422
IL2000H2269,91,HB2269
IL2000S956,91,SB956
IL2000H2035,91,HB2035
IL2000S387,91,SB387
IL2000H1680,91,HB1680
IL2000H1109,91,HB1109
IL2000H1840,91,HB1840
IL2000S512,91,SB512
IL2000S940,91,SB940
IL2000H1790,91,HB1790
IL2000H758,91,HB758
IL2000S189,91,SB189
IL2000S352,91,SB352
IL2000H2546,91,HB2546
IL2000H1782,91,HB1782
IL2000H940,91,HB940
IL2000H992,91,HB992
IL2000H1218,91,HB1218
IL2000S1922,91,SB1922
IL2000S573,91,SB573
IL2000H2110,91,HB2110
IL2000H939,91,HB939
IL2000H2201,91,HB2201
IL2000H186,91,HB186
IL2000H187,91,HB187
IL2000H188,91,HB188
IL2000H952,91,HB952
IL2000H953,91,HB953
IL2000H957,91,HB957
IL2000H958,91,HB958
IL2000H959,91,HB959
IL2000H960,91,HB960
IL2000H961,91,HB961
IL2000H1758,91,HB1758
IL2000H2049,91,HB2049
IL2000H2050,91,HB2050
IL2000H2051,91,HB2051
IL2000H2052,91,HB2052
IL2000H2053,91,HB2053
IL2000H2054,91,HB2054
IL2000H2055,91,HB2055
IL2000H2056,91,HB2056
IL2000H2057,91,HB2057
IL2000H2058,91,HB2058
IL2000H2060,91,HB2060
IL2000H2336,91,HB2336
IL2000H2811,91,HB2811
IL2000H3002,91,HB3002
IL2000H3404,91,HB3404
IL2000H3644,91,HB3644
IL2000H3645,91,HB3645
IL2000H3646,91,HB3646
IL2000H3647,91,HB3647
IL2000H3648,91,HB3648
IL2000H4317,91,HB4317
IL2000H4318,91,HB4318
IL2000H4319,91,HB4319
IL2000H4338,91,HB4338
IL2000H4596,91,HB4596
IL2000S500,91,SB500
IL2000S936,91,SB936
IL2000S983,91,SB983
IL2000S1514,91,SB1514
IL2000S1679,91,SB1679
IL2000H2082,91,HB2082
IL2000H2374,91,HB2374
IL2000H2375,91,HB2375
IL2000H2376,91,HB2376
IL2000H2377,91,HB2377
IL2000H3871,91,HB3871
IL2000S513,91,SB513
IL2000S28,91,SB28
IL2000H1776,91,HB1776
IL2000H4089,91,HB4089
IL2000H2372,91,HB2372
IL2000H163,91,HB163
